2.640  26.4383  26.1704  25.4219  24.4574
2.680  26.3880  26.1348  25.4011  24.4395
2.720  26.3412  26.1012  25.3813  24.4226
2.760  26.2978  26.0692  25.3623  24.4063
2.800  26.2576  26.0389  25.3437  24.3903
2.840  26.2203  26.0101  25.3254  24.3744
2.880  26.1859  25.9825  25.3071  24.3582
2.920  26.1540  25.9566  25.2888  24.3418
2.960  26.1246  25.9318  25.2703  24.3249
3.000  26.0975  25.9083  25.2517  24.3076
3.040  26.0724  25.8857  25.2332  24.2901
3.080  26.0493  25.8645  25.2149  24.2724
3.120  26.0281  25.8447  25.1969  24.2549
3.160  26.0085  25.8259  25.1795  24.2378
3.200  25.9905  25.8085  25.1630  24.2215
3.240  25.9743  25.7926  25.1474  24.2061
3.280  25.9590  25.7778  25.1330  24.1918
3.320  25.9454  25.7642  25.1199  24.1787
3.360  25.9326  25.7520  25.1081  24.1672
3.400  25.9212  25.7409  25.0977  24.1570
3.440  25.9104  25.7310  25.0887  24.1482
3.480  25.9010  25.7222  25.0809  24.1407
3.520  25.8925  25.7142  25.0742  24.1342
3.560  25.8844  25.7071  25.0683  24.1287
3.600  25.8771  25.7005  25.0627  24.1234
3.640  25.8703  25.6942  25.0570  24.1178
3.680  25.8642  25.6878  25.0505  24.1112
3.720  25.8586  25.6811  25.0422  24.1025
3.760  25.8529  25.6733  25.0312  24.0907
3.800  25.8474  25.6641  25.0161  24.0741
3.840  25.8422  25.6525  24.9957  24.0514
3.880  25.8356  25.6325  24.9570  24.0081
3.920  25.8286  25.6080  24.9104  23.9566
3.960  25.8133  25.5367  24.7799  23.8139
4.000  25.2890  25.2890  25.2890  25.2890
4.040  24.2684  24.2684  24.2684  24.2684
4.080  23.3834  23.3834  23.3834  23.3834
4.120  22.5977  22.5977  22.5977  22.5977
4.160  21.9689  21.9689  21.9689  21.9689
4.200  21.5972  21.5972  21.5972  21.5972
4.240  21.4615  21.4615  21.4615  21.4615
4.280  21.4789  21.4789  21.4789  21.4789
4.320  21.5497  21.5497  21.5497  21.5497
4.360  21.6211  21.6211  21.6211  21.6211
4.400  21.6595  21.6595  21.6595  21.6595
4.440  21.6426  21.6426  21.6426  21.6426
4.480  21.5688  21.5688  21.5688  21.5688
4.520  21.4771  21.4771  21.4771  21.4771
4.560  21.3755  21.3755  21.3755  21.3755
4.600  21.2693  21.2693  21.2693  21.2693
4.640  21.1644  21.1644  21.1644  21.1644
4.680  21.0658  21.0658  21.0658  21.0658
4.720  20.9778  20.9778  20.9778  20.9778
4.760  20.8986  20.8986  20.8986  20.8986
4.800  20.8281  20.8281  20.8281  20.8281
4.840  20.7700  20.7700  20.7700  20.7700
4.880  20.7223  20.7223  20.7223  20.7223
4.920  20.6888  20.6888  20.6888  20.6888
4.960  20.6739  20.6739  20.6739  20.6739
5.000  20.6815  20.6815  20.6815  20.6815
5.040  20.7051  20.7051  20.7051  20.7051
5.080  20.7229  20.7229  20.7229  20.7229
5.120  20.7208  20.7208  20.7208  20.7208
5.160  20.7058  20.7058  20.7058  20.7058
5.200  20.6896  20.6896  20.6896  20.6896
5.240  20.6797  20.6797  20.6797  20.6797
5.280  20.6749  20.6749  20.6749  20.6749
5.320  20.6709  20.6709  20.6709  20.6709
5.360  20.6748  20.6748  20.6748  20.6748
5.400  20.7089  20.7089  20.7089  20.7089
5.440  20.8031  20.8031  20.8031  20.8031
5.480  20.9647  20.9647  20.9647  20.9647
5.520  21.1482  21.1482  21.1482  21.1482
5.560  21.2932  21.2932  21.2932  21.2932
5.600  21.3767  21.3767  21.3767  21.3767
5.640  21.4129  21.4129  21.4129  21.4129
5.680  21.4291  21.4291  21.4291  21.4291
5.720  21.4538  21.4538  21.4538  21.4538
5.760  21.5055  21.5055  21.5055  21.5055
5.800  21.5740  21.5740  21.5740  21.5740
5.840  21.6300  21.6300  21.6300  21.6300
5.880  21.6615  21.6615  21.6615  21.6615
5.920  21.6766  21.6766  21.6766  21.6766
5.960  21.6886  21.6886  21.6886  21.6886
6.000  21.7073  21.7073  21.7073  21.7073
6.040  21.7304  21.7304  21.7304  21.7304
6.080  21.7491  21.7491  21.7491  21.7491
6.120  21.7607  21.7607  21.7607  21.7607
6.160  21.7701  21.7701  21.7701  21.7701
6.200  21.7877  21.7877  21.7877  21.7877
6.240  21.8243  21.8243  21.8243  21.8243
6.280  21.8875  21.8875  21.8875  21.8875
6.320  21.9738  21.9738  21.9738  21.9738
6.360  22.0671  22.0671  22.0671  22.0671
6.400  22.1537  22.1537  22.1537  22.1537
6.440  22.2265  22.2265  22.2265  22.2265
6.480  22.2821  22.2821  22.2821  22.2821
6.520  22.3213  22.3213  22.3213  22.3213
6.560  22.3462  22.3462  22.3462  22.3462
6.600  22.3587  22.3587  22.3587  22.3587
6.640  22.3622  22.3622  22.3622  22.3622
6.680  22.3590  22.3590  22.3590  22.3590
6.720  22.3512  22.3512  22.3512  22.3512
6.760  22.3420  22.3420  22.3420  22.3420
6.800  22.3342  22.3342  22.3342  22.3342
6.840  22.3312  22.3312  22.3312  22.3312
6.880  22.3346  22.3346  22.3346  22.3346
6.920  22.3445  22.3445  22.3445  22.3445
6.960  22.3595  22.3595  22.3595  22.3595
7.000  22.3780  22.3780  22.3780  22.3780
7.040  22.4007  22.4007  22.4007  22.4007
7.080  22.4289  22.4289  22.4289  22.4289
7.120  22.4625  22.4625  22.4625  22.4625
7.160  22.4995  22.4995  22.4995  22.4995
7.200  22.5353  22.5353  22.5353  22.5353
7.240  22.5659  22.5659  22.5659  22.5659
7.280  22.5895  22.5895  22.5895  22.5895
7.320  22.6059  22.6059  22.6059  22.6059
7.360  22.6161  22.6161  22.6161  22.6161
7.400  22.6208  22.6208  22.6208  22.6208
7.440  22.6213  22.6213  22.6213  22.6213
7.480  22.6184  22.6184  22.6184  22.6184
7.520  22.6126  22.6126  22.6126  22.6126
7.560  22.6045  22.6045  22.6045  22.6045
7.600  22.5945  22.5945  22.5945  22.5945
7.640  22.5831  22.5831  22.5831  22.5831
7.680  22.5707  22.5707  22.5707  22.5707
7.720  22.5573  22.5573  22.5573  22.5573
7.760  22.5434  22.5434  22.5434  22.5434
7.800  22.5287  22.5287  22.5287  22.5287
7.840  22.5140  22.5140  22.5140  22.5140
7.880  22.4992  22.4992  22.4992  22.4992
7.920  22.4844  22.4844  22.4844  22.4844
7.960  22.4695  22.4695  22.4695  22.4695
8.000  22.4543  22.4543  22.4543  22.4543
8.040  22.4392  22.4392  22.4392  22.4392
8.080  22.4237  22.4237  22.4237  22.4237
8.120  22.4087  22.4087  22.4087  22.4087
8.160  22.3928  22.3928  22.3928  22.3928
